timestamp,value
2021-06-01 00:15:00,122.0
2021-06-01 00:30:00,95.0
2021-06-01 00:45:00,101.0
2021-06-01 01:00:00,100.0
2021-06-01 01:15:00,75.0
2021-06-01 01:30:00,77.0
2021-06-01 01:45:00,79.0
2021-06-01 02:00:00,69.0
2021-06-01 02:15:00,76.0
2021-06-01 02:30:00,82.0
2021-06-01 02:45:00,87.0
2021-06-01 03:00:00,93.0
2021-06-01 03:15:00,74.0
2021-06-01 03:30:00,91.0
2021-06-01 03:45:00,108.0
2021-06-01 04:00:00,122.0
2021-06-01 04:15:00,154.0
2021-06-01 04:30:00,148.0
2021-06-01 04:45:00,218.0
2021-06-01 05:00:00,280.0
2021-06-01 05:15:00,360.0
2021-06-01 05:30:00,454.0
2021-06-01 05:45:00,543.0
2021-06-01 06:00:00,807.0
2021-06-01 06:15:00,907.0
2021-06-01 06:30:00,993.0
2021-06-01 06:45:00,1027.0
2021-06-01 07:00:00,985.0
2021-06-01 07:15:00,954.0
2021-06-01 07:30:00,945.0
2021-06-01 07:45:00,928.0
2021-06-01 08:00:00,904.0
2021-06-01 08:15:00,765.0
2021-06-01 08:30:00,758.0
2021-06-01 08:45:00,838.0
2021-06-01 09:00:00,740.0
2021-06-01 09:15:00,837.0
2021-06-01 09:30:00,770.0
2021-06-01 09:45:00,800.0
2021-06-01 10:00:00,911.0
2021-06-01 10:15:00,817.0
2021-06-01 10:30:00,738.0
2021-06-01 10:45:00,892.0
2021-06-01 11:00:00,755.0
2021-06-01 11:15:00,679.0
2021-06-01 11:30:00,617.0
2021-06-01 11:45:00,558.0
2021-06-01 12:00:00,905.0
2021-06-01 12:15:00,719.0
2021-06-01 12:30:00,833.0
2021-06-01 12:45:00,808.0
2021-06-01 13:00:00,553.0
2021-06-01 13:15:00,1046.0
2021-06-01 13:30:00,786.0
2021-06-01 13:45:00,833.0
2021-06-01 14:00:00,811.0
2021-06-01 14:15:00,753.0
2021-06-01 14:30:00,816.0
2021-06-01 14:45:00,859.0
2021-06-01 15:00:00,828.0
2021-06-01 15:15:00,818.0
2021-06-01 15:30:00,897.0
2021-06-01 15:45:00,773.0
2021-06-01 16:00:00,795.0
2021-06-01 16:15:00,689.0
2021-06-01 16:30:00,654.0
2021-06-01 16:45:00,728.0
2021-06-01 17:00:00,730.0
2021-06-01 17:15:00,628.0
2021-06-01 17:30:00,716.0
2021-06-01 17:45:00,725.0
2021-06-01 18:00:00,668.0
2021-06-01 18:15:00,685.0
2021-06-01 18:30:00,710.0
2021-06-01 18:45:00,696.0
2021-06-01 19:00:00,721.0
2021-06-01 19:15:00,703.0
2021-06-01 19:30:00,777.0
2021-06-01 19:45:00,755.0
2021-06-01 20:00:00,693.0
2021-06-01 20:15:00,578.0
2021-06-01 20:30:00,561.0
2021-06-01 20:45:00,560.0
